Chapter,Title,Question,Answer
4.3,ရေသည်ပြဇာတ်,""ခရီးနှယ်ဆန့်ပလေ၊ ရွှေနန်းမြောက်ကို၊ ... တာငန်းဖိုတဲ့မြို့နှစ်ပြန်”ဆိုတဲ့စကားကို ဘယ်သူက၊
ဘယ်သူ့ကို၊ ဘယ်အချိန်၊ ဘယ်နေရာမှာ ဘာကြောင့် ပြောတာလဲ။
",ဥဒယမင်းကြီးက ရေသည်ယောက်ျားကို ရေသည်ယောက်ျားနှင့် ဥဒယမင်းကြီးတို့ တွေ့ဆုံချိန်၊ ဗာရာဏသီမြို့ နန်းတော်ထဲတွင် ငွေလေးရွေးသွားယူမည့် ရေသည်ယောက်ျားအား သနားသောကြောင့် သွားမယူရန် ပြောဆိုသော စကားဖြစ်သည်။
5,အရေးသင်ခန်းစာ,စာရေးစရာကြောင်းအရာဆိုတာ ဘာလဲ။,စာရေးရန် သူ့စေတနာထား တိုက်တွန်းလှုံ့ဆော်ပေးသော အကြောင်းအရာပင်ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,အဲဒီအကြောင်းရာကို ဘယ်ကရသလဲ။,သူရေးရမည့်အကြောင်းအရာကို သူ့စေတနာက ရွေးချယ်ပေးသည်။
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာအကြောင်းအရာတစ်မျိုးစီကို ပြောပြပါ။,"အာဇာနည်ကြီးများကို နှမြောတသလေးစားခြင်း၊ ဝမ်းနည်းခြင်းခံစားမှုက လှုံ့ဆော်ပေးလိုက်သဖြင့် ""အာဇာနည်ခေါင်းဆောင်ကြီးများ”အကြောင်းအရာသည် စာရေးစရာအဖြစ် ပေါ်လာသည်။"
5,အရေးသင်ခန်းစာ,အဲဒီအထဲက ဘယ်အကြောင်းအရာဟာ စာရေးဖို့ကောင်းသလဲ။,ဗိုလ်ချုပ်အောင်ဆန်း၏ဂုဏ်ရည်
5,အရေးသင်ခန်းစာ,ဘယ်အကြောင်းအရာကိုရွေးချယ်ရင် အကောင်းဆုံးဖြစ်မလဲ။,ဗိုလ်ချုပ်အောင်ဆန်း၏ လေးစားဖွယ်စိတ်ဓာတ်
5,အရေးသင်ခန်းစာ,အကြောင်းအရာကို စိတ်ထဲမှာ ဘာနဲ့ကွဲပြီး သိမ်းထားသလဲ။,ခံစားမှုနှင့်ယှဉ်သော အသိတရားနှင့်တွဲပြီး သိမ်းထားမည်ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,ဘယ်လိုအခြေအနေမျိုးမှာ အဲဒီအကြောင်းအရာဟာ ပြန်လည်နိုးကြားလာတတ်သလဲ။,စာရေးသူ၏စိတ်တွင် ပေါ်ပေါက်ခဲ့ဖူးသော ခံစားမှုအသိသည် စိတ်ထောင့်တစ်နေရာမှ တိုက်ဆိုင်မှုဖြင့် ကြုံလာပါက ပြန်လည်နိုးကြားလာပေလိမ့်မည်။
5,အရေးသင်ခန်းစာ,စေတနာက ဘာလုပ်ပေးသလဲ။,သူ့စာသည် သူ့စေတနာက ပဲ့ကိုင်ပေးသည့်အတိုင်း ရွေးချယ်ဖော်ထုတ်ပေးမည်ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,စာရေးမည့်အကြောင်းအရာကို ဘာဖြစ်လို့ နယ်နိမိတ်ကန့်သတ်ရသလဲ။,အကြောင်းအရာသိသမျှ အကုန်ရေး၍ မဖြစ်နိုင်သဖြင့် မည်သည့်အပိုင်းကို အားပြုဖော်ပြရမည်။ မည်သည့်ထောင့်ကကြည့်၍ ဖော်ပြမည် စသည်ဖြင့် နယိနိမိတ်ကန့်သတ်ရသည်။
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာအကြောင်းအရာ နယ်နိမိတ်တစ်မျိုးစီကို ဖော်ပြပါ။,"-        မြန်မာတို့၏ပွဲတော်များ
-        မြန်မာတို့၏ ဘာသာရေးပွဲတော်များ
-        မြန်မာတို့၏ ရိုးရာယဉ်ကျေးမှုပွဲတော်များ
-        မြန်မာ့သင်္ကြန်ပွဲ
"
5,အရေးသင်ခန်းစာ,အဲဒီအထဲက ဘယ်အကြောင်းအရာပွဲဟာ စာရေးဖို့ကောင်းသလဲ။,မြန်မာလူမျိုးတိုင်း နှစ်သက်ပျော်ရွှင်ကြသည့် "မြန်မာ့သင်္ကြန်ပွဲ”
5,အရေးသင်ခန်းစာ,အချက်အလက်စီစဉ်မှုဆိုတာ ဘာလဲ။,စကားပြေအဖွဲ့တစ်ခုတွင် ပါဝင်မည့်အချက်အလက်များသည် သူ့နေရာနှင့်သူ အစီအစဉ်တကျ ရှိမှသာ စာဖတ်သူ အခက်အခဲမရှိ နားလည်နိုင်မည်။
5,အရေးသင်ခန်းစာ,အချက်အလက်စီစဉ်မှုဟာ ဘာကြောင့် အရေးပါသလဲ။,အချက်အလက်များ မည်မျှစိတ်ဝင်စားဖွယ်ကောင်းသည်ဖြစ်စေ စီစဉ်ပုံနေရာမကျလျှင် စာဖတ်သူ၏စိတ်ထဲမှာ ရှုပ်ထွေးသွားနိုင်ပြီး စိတ်ဝင်စားမှု ပျက်ပြားသွားနိုင်စေသောကြောင့် ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာအကြောင်းအရာတစ်မျိုးစီကို ကာလစဉ်အတိုင်း ပြောပြပါ။,""မုန်တိုင်းထန်သောနေ့တစ်နေ့""
- ကောင်းကင်ပြင်၌ တိမ်ညိုတိမ်မဲများ ထူထပ်စွာ ဖြစ်ပေါ်နေသည်။
- ပင်လယ်ပြင်၌ လှိုင်းကြီးစွာ ဖြစ်ပေါ်နေသည်။
- ပင်လယ်ရေပြင်လေသည် တစ်နာရီ မိုင် ၈ဝ ခန့်ရှိနေသည်။
- ကျေးငှက်တိရစ္ဆာန်များ ရုတ်ရုတ်သဲသဲ အိပ်တန်းဝင်နေကြသည်။
- မြေပြင်၌ လေအေးများ ပြင်းထန်စွာ တိုက်ခတ်နေကြသည်။
- သစ်ပင်များ ယိမ်းထိုးနေကြသည်။
- လေရော မိုးပါ သည်းထန်းစွာ ရွာသွန်းနေသည်။
"
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာ အကြောင်းအရာတစ်မျိုးစီကို အစိတ်အပိုင်းစဉ်အတိုင်း ပြောပြပါ။,""အင်းလေးကန်သို့ ဘုရားဖူးခရီးစဉ်”
- စက်လှေများငှားကာ အင်းလေးကန်သို့ ခရီးစတင်ထွက်ခဲ့သည်။
- ကန်ရေပြင်၏ ကျယ်ပြောလှသော သဘာဝရှုခင်းများ
- ကျွန်းမြောများ၊ စိုက်ခင်းများကို ဖြတ်ကျော်လာခဲ့ကြသည်။
- ဖောင်တော်ဦးစေတီကို အဝေးမှ မှိုင်းပြပြဖူးမြင်နေရပြီ။
- ဘုရားရင်ပြင်နား စက်လှေဆိပ်မှဆင်းကာ ဘုရားပေါ်တက်ကြသည်။
- ဘုရားရင်ပြင်အတွင်း၌ ပစ္စည်းမျိုးစုံ ဆိုင်မျိုးစုံကို ဖြတ်ကျော်လာကြသည်။
ဘုရားပေါ်သို့ရောက်ကြပြီး ဖောင်တော်ဦးဘုရားကို ရှိခိုးပူဇော်ကြသည်။
- ပန်း၊ ဆီမီး၊ ရေချမ်း၊ သစ်သီးဆွမ်းများ ဆပ်ကပ်လှူပူဇော်ကြသည်။
- ပုတီးစိပ်သူ စိပ်၊ တရားထိုင်သူ ထိုင်၊ ဂါထာတော်များ ရွတ်ဖတ်ပူဇော်ကြသည်။
- နေ့လယ်စာ ရှမ်းရိုးရာ အစားအစာများစားကာ ပြန်လာကြသည်။"
5,အရေးသင်ခန်းစာ,အချက်အလက်စီစဉ်ပုံ အမျိုးမျိုးကို ဖော်ပြပါ။,ကာလစဉ်၊ အစိတ်အပိုင်းစဉ်၊ ယုတ္တိစဉ်၊ အရေးပါမှုအစဉ်၊ စိတ်ဝင်စားမှုအစဉ်တို့ ဖြစ်ကြသည်။
5,အရေးသင်ခန်းစာ,ယုတ္တိစဉ်ဆိုသည်မှာ အဘယ်နည်း။,အကြောင်းအကျိုး ဆက်စပ်တင်ပြရသည့် အကြောင်းအရာမျိုးတွင် အကြောင်းမှအကျိုးသို့၊ အကျိုးမှအကြောင်းသို့ ယေဘုယျသဘောမှ ဝိသေသသဘောသို့ ဝိသေသသဘောမှ ယေဘုယျသဘောသို့ ဆက်စပ်ပြကာ စီစဉ်ပုံမျိုးဖြစ်သည်။
5,အရေးသင်ခန်းစာ,အရေးပါမှုအစဉ်ဆိုသည်မှာ အဘယ်နည်း။,အရေးပါမှုကို တဖြည်းဖြည်းထင်ရှားစေလိုသည့် အကြောင်းအရာမျိုးတွင် အရေးမကြီးဆုံးအချက်မှ အရေးအကြီးဆုံးအချက်သို့၊ မထင်ရှားဆုံးအချက်မှ အထင်ရှားဆုံးအချက်သို့ရောက်အောင် တစ်ဆင့်ပြီးတစ်ဆင့်စီစဉ်ပုံမျိုးကို ခေါ်သည်။
5,အရေးသင်ခန်းစာ,စိတ်ဝင်စားမှုအစဉ်ဆိုသည်မှာ အဘယ်နည်း။,စာဖတ်သူစိတ်ဝင်စားလာအောင် ဆွဲဆောင်ရသည့် အကြောင်းအရာမျိုးတွင် အရှင်းမှအရှုပ်သို့၊ မရင်းနှီးသောအကြောင်းအရာမှ ရင်းနှီးသောကြောင်းအရာသို့ စသည်ဖြင့် စာဖတ်သူကို တဖြည်းဖြည်း ဆွဲဆောင်သည့် အစီအစဉ်မျိုးကို ခေါ်သည်။
5,အရေးသင်ခန်းစာ,စည်းလုံးညီညွတ်မှုသဘောဆိုတာ ဘာလဲ။,စာတစ်ပုဒ်တွင် အချက်အလက်အားလုံး ပေါင်းစည်းဆက်စပ်နေခြင်းသည် စည်းလုံးညီညွတ်သည့်သဘောဖြစ်သည်။
5,အရေးသင်ခန်းစာ,အဆက်အစပ်ပြေပြစ်မှုသဘောဆိုတာ ဘာလဲ။,စာတစ်ပိုဒ်တွင် ပါဝင်သော အချက်အလက်များ တစ်ခုနှင့်တစ်ခု အဆင်ပြေပြေ ဆက်စပ်နေခြင်း၊ အတွဲအဖက် မှန်ကန်ခြင်း၊ လိုက်ဖက်မှုရှိခြင်းပင် ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,အနေအထားမှန်ကန်မှုသဘောဆိုတာ ဘာလဲ။,စာတစ်ပိုဒ်တွင်ပါဝင်သော အချက်အလက်များ သူ့နေရာနှင့်သူ ရှိသင့်သောနေရာများမှာ အံဝင်ခွင်ကျရှိနေခြင်းပင် ဖြစ်ပါသည်။
5,အရေးသင်ခန်းစာ,အနေအထားမှန်ကန်မှုသဘောဟာ ဘယ်အကြောင်းအရာနဲ့ ဆက်စပ်နေသလဲ။,အရေးပါမှုနှင့် ဆက်စပ်နေပါသည်။ အရေးပါမှုအတိုင်း အလေးပေးသင့်သည့်အချက်ကို အလေးပေးပြီး မှိန်သင့်သည့်အချက်ကို မှိန်ထားမှသာ စာဖတ်သူသည် အလေးပေးထားသောအချက်ကို အာရုံစူးစိုက်မိမည် ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာအကြောင်းအရာတစ်မျိုးစီကို အနေအထားမှန်ကန်အောင် ပြောပြပါ။,ကျောင်းသားကျောင်းသူတို့သည် ကျောင်းကို မှန်မှန်တက်ရမည်။ နေ့စဉ်သင်ကြားသမျှစာတို့ကို ပြန်လည်လေ့ကျင့်ကျက်မှတ်ခြင်းဖြင့် စာကို လိုက်နိုင်မည်ဖြစ်သည်။ မသိသည်တို့ကို ဆရာအားမေးမြန်းခြင်းဖြင့် အခက်အခဲမရှိ တတ်သိနားလည်မည်ဖြစ်သည်။ ဤသို့ ပုံမှန်ကြိုးစားပါက စာမေးပွဲ၌ ထူးချွန်စွာ ဖြေဆိုအောင်မြင်သူတစ်ဦး ဖြစ်လာပေမည်။
5,အရေးသင်ခန်းစာ,ခေတ်သွင်ပြင်ဆိုတာ ဘာလဲ။,ခေတ်တစ်ခေတ်မှာ ယေဘုယျအားဖြင့် တွေ့ရတဲ့သွင်ပြင်လက္ခဏာဖြစ်သည်။
5,အရေးသင်ခန်းစာ,ခေတ်သွင်ပြင်ကို လေ့လာချင်ရင် ဘာသာစကားရဲ့ဘယ်ဟန်တွေကို ကြည့်ရသလဲ။,ဘာသာစကားရဲ့ စကားပြေဟန်တွေကို ကြည့်ရသည်။
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာ ပုဂံခေတ်စကားအသုံးတစ်ခု သို့မဟုတ် အင်းဝခေတ်စကားအသုံးတစ်ခုကို ဖော်ပြပါ။,ပယ်မယား - ပုဂံခေတ်အသုံးအနှုန်း
5,အရေးသင်ခန်းစာ,နှစ်သက်ရာ ပုဂံခေတ် ဝါကျဖွဲ့ဟန်တစ်ခု သို့မဟုတ် အင်းဝခေတ် ဝါကျဖွဲ့ဟန် တစ်ခုကို ပြောပြပါ။,"""ထိုမင်းကား ကျွန်သုံးရွာတည်း ပယ်မယားအား ပေး၏။''"
5,အရေးသင်ခန်းစာ,စာရေးသူ၏ ပင်ကိုစရိုက်သွင်ပြင်ဆိုတာ ဘာလဲ။,စာရေးသူတစ်ဦး၏ ပင်ကိုတွေးပုံ၊ ခံစားပုံ၊ ရေးပုံဟူသော ပင်ကိုလက္ခဏာအရ သူ့ရေးဟန်သည်သူ့ပင်ကိုစရိုက်သွင်ပြင် ဖြစ်သည်။
5,အရေးသင်ခန်းစာ,စာရေးသူရဲ့ ပင်ကိုစရိုက်သွင်ပြင်ကို လေ့လာချင်ရင် ဘာသာစကားရဲ့ ဘယ်ဟန်တွေကို ကြည့်ရသလဲ။,ဘာသာစကားရဲ့ ရေးဟန်တွေကို ကြည့်ရသည်။
5,အရေးသင်ခန်းစာ,စကားပြေရေဟန်ကောင်း၏ အခြေခံလက္ခဏာများကို ဖော်ပြပါ။,ရှင်းလင်းမှု၊ တိကျမှု၊ ကျစ်လျစ်မှု၊ ပြေပြစ်မှု၊ လိုက်ဖက်မှုတို့သည် စကားပြေရေးဟန်ကောင်း၏ အခြေခံလက္ခဏာများ ဖြစ်သည်။
